,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-0.14221823,0.25369027,0.097106636,0.085605904,0.11598025,-0.559362,0.27510256,0.7754708,-0.24409811,-0.22591268,-0.16005203,-0.49834424,-0.03653135,0.12939955,0.1663616,-0.3526353,0.07677512,-0.24319205,-0.18653138,-0.5531529,0.23461261,0.146243,0.07767089,-0.18711147,0.011736218,0.051400334,-0.20948628,-0.20998782,-0.31186804,0.08683434,0.29312384,-0.034644295,0.13590997,-0.32862097,-0.10052384,0.49525926,0.068339504,-0.3749421,-0.2242262,-0.54341865,0.0016504178,-0.237185,-0.1599808,0.11089119,0.2343535,-0.14575267,-0.319428,-0.15725406,0.33605078,0.20507023,0.1089608,-0.35357094,-0.08110975,-0.038833153,-0.20560865,0.11999566,0.1764066,-0.101322345,-0.320065,0.17511122,0.08837024,0.04046217,0.082192555,-0.13913202,-0.33166254,0.36068922,0.025647214,0.37602037,-0.459385,0.43470174,-0.19906576,0.25288948,0.32896745,0.01390463,0.3422224,0.22864078,0.07513695,-0.017934045,-0.30305442,0.032859925,-0.25214204,0.050540764,-0.28278744,0.31523675,-0.16733357,-0.015945029,0.14950615,0.18575443,0.38186836,0.085016124,0.43771276,0.21717636,0.11935793,0.0132821705,0.59298056,0.25473592,0.21870363,-0.27753168,0.05810757,0.0013707522
1,-0.12775956,0.21569857,0.08136725,0.069897555,0.11362813,-0.47025502,0.22606507,0.6527794,-0.20372796,-0.19227777,-0.14267428,-0.4263102,-0.032495596,0.110271,0.1476455,-0.2888005,0.06822584,-0.19832842,-0.15369019,-0.45849144,0.19563134,0.11451742,0.06661361,-0.16885081,0.010810672,0.04809281,-0.18030918,-0.17734192,-0.25676697,0.083765835,0.26503548,-0.03187231,0.10612872,-0.27756268,-0.080182284,0.42212456,0.057946194,-0.30392614,-0.1774613,-0.4429898,0.019170584,-0.2121838,-0.13551983,0.095286004,0.19589125,-0.11305548,-0.25552416,-0.14092414,0.28109145,0.16647774,0.10769128,-0.31057367,-0.063958466,-0.030959295,-0.18049759,0.11282076,0.1550139,-0.072277024,-0.2677137,0.14581017,0.06744053,0.037621528,0.068623126,-0.115805574,-0.27398562,0.3069755,0.031030105,0.306235,-0.3764147,0.37012625,-0.17642449,0.1947947,0.28404358,0.026802907,0.2837824,0.18494236,0.050445743,-0.01708369,-0.24583685,0.031255275,-0.22094856,0.04327772,-0.2385798,0.25286874,-0.133808,-0.017430704,0.12200957,0.15102139,0.32787606,0.061449133,0.36787212,0.18042083,0.10094825,0.0033959474,0.48786485,0.21429253,0.19564776,-0.22990412,0.039493907,-0.0011053272
2,-0.12222831,0.22163291,0.07217412,0.0643839,0.116355024,-0.46924192,0.22628592,0.6649114,-0.21521017,-0.18437639,-0.15037145,-0.43237406,-0.018938642,0.10808477,0.1553351,-0.30885857,0.068673246,-0.20105013,-0.16299516,-0.47483313,0.18946594,0.117121376,0.057018954,-0.17080826,0.012394548,0.0425851,-0.17115602,-0.1814625,-0.2686704,0.08327908,0.2665517,-0.036496438,0.10163651,-0.2808052,-0.09443621,0.42780754,0.052405342,-0.31472996,-0.19066034,-0.46540987,0.0042472626,-0.20856723,-0.13156219,0.104643,0.20734064,-0.12005889,-0.26672545,-0.14517763,0.28176433,0.16813633,0.10235492,-0.31131575,-0.07314434,-0.041893236,-0.19369613,0.10072424,0.14780399,-0.08562764,-0.28079072,0.13825859,0.081828065,0.031420045,0.08298211,-0.11169253,-0.2919499,0.31815258,0.03183727,0.32439557,-0.40018684,0.3784498,-0.17279515,0.21475932,0.2892202,0.021756003,0.28836074,0.20458354,0.068002954,-0.010108114,-0.26136777,0.03521682,-0.21465361,0.031793714,-0.25668597,0.26586086,-0.13788734,-0.021212535,0.1191438,0.15770271,0.3413566,0.06797655,0.37237683,0.19298431,0.11027792,0.0074206283,0.51187456,0.22124542,0.20141385,-0.23240581,0.057977404,-0.011859941
3,-0.099337064,0.1737717,0.057808045,0.04784296,0.08610111,-0.36171284,0.17595202,0.5040532,-0.14810005,-0.15054795,-0.099209376,-0.3171779,-0.017125497,0.072983615,0.11894251,-0.23031434,0.057105932,-0.1640278,-0.123731464,-0.34605938,0.14933454,0.08950914,0.054691255,-0.11205339,-0.0061686733,0.038173325,-0.1286765,-0.13645875,-0.19477084,0.059435204,0.19647484,-0.024945771,0.07524565,-0.21085142,-0.060032714,0.33144298,0.04901719,-0.24542207,-0.15511358,-0.3395491,0.01136624,-0.1521193,-0.0914563,0.07118085,0.15992212,-0.09143364,-0.1985318,-0.11025517,0.21181847,0.1247952,0.08004022,-0.23176572,-0.05974916,-0.03559628,-0.14500524,0.08019259,0.11420309,-0.051501088,-0.20019181,0.102987625,0.059482113,0.031116545,0.06450978,-0.08585598,-0.20983568,0.22671752,0.01622237,0.2486055,-0.29838198,0.2704531,-0.12653725,0.15297468,0.21290773,0.025506644,0.21653715,0.14283432,0.03867047,-0.0029235077,-0.19908021,0.028732743,-0.16833481,0.036640014,-0.18149498,0.20205125,-0.10595426,-0.013675799,0.102732755,0.12925068,0.24755593,0.04147419,0.27553874,0.13953558,0.07469482,0.006316257,0.38773897,0.1617965,0.15301572,-0.18244042,0.034057662,-0.008516796
4,-0.106130645,0.17799452,0.057209283,0.0514626,0.092260376,-0.3802889,0.18927681,0.53967464,-0.17147677,-0.14826015,-0.12452889,-0.3442664,-0.031374812,0.08848663,0.11577196,-0.24987666,0.046729226,-0.16535555,-0.11991252,-0.3856315,0.16081904,0.090580866,0.05680376,-0.123433046,1.9439398e-05,0.038984396,-0.14457189,-0.14551224,-0.22115971,0.065532155,0.2185824,-0.021184199,0.08899153,-0.2353759,-0.06103564,0.34271592,0.03948012,-0.25431687,-0.15679124,-0.37657353,0.010661374,-0.17763297,-0.115072325,0.089943655,0.17089088,-0.10907308,-0.21482815,-0.115862824,0.23811924,0.12916733,0.08640857,-0.24601142,-0.04301033,-0.03299913,-0.15127257,0.07882571,0.11057408,-0.075559996,-0.22328115,0.10910374,0.068107784,0.022364184,0.06352714,-0.092551425,-0.23569581,0.24987315,0.029207075,0.2685624,-0.32490137,0.31182083,-0.1488101,0.1762636,0.22901793,0.020222059,0.23950581,0.16727571,0.045940462,-0.0043783584,-0.2028549,0.019186167,-0.18421638,0.02514095,-0.19960335,0.21302892,-0.11987671,-0.020825334,0.10894815,0.13609523,0.26029372,0.050708294,0.3081656,0.14747182,0.0874604,0.0050203707,0.41142315,0.16735843,0.16551712,-0.18401672,0.041992523,-0.0012873454
5,-0.09046527,0.14920871,0.051958542,0.035117254,0.06318808,-0.32220078,0.1591747,0.44830096,-0.14443094,-0.13632679,-0.10307438,-0.28980368,-0.025957642,0.06206631,0.09635241,-0.21235682,0.037666388,-0.14690392,-0.10643444,-0.3177072,0.12338313,0.080711015,0.047696076,-0.10220806,-0.004629423,0.027806861,-0.11773775,-0.135127,-0.17439364,0.059838284,0.18049671,-0.027199104,0.06807894,-0.19507207,-0.057432607,0.29814819,0.04150478,-0.2087267,-0.12465868,-0.3149959,0.017096866,-0.14746138,-0.09390559,0.06427323,0.13530315,-0.08739183,-0.18103167,-0.08847459,0.1920157,0.11146841,0.071236484,-0.21699919,-0.03621344,-0.0148991905,-0.13414189,0.07540816,0.109645985,-0.06158324,-0.19035938,0.087575264,0.060879465,0.022590533,0.060031883,-0.08436218,-0.18678635,0.2107109,0.016729169,0.21715066,-0.27151337,0.24085195,-0.116775885,0.14688504,0.19970256,0.019485468,0.19535509,0.14047249,0.030258408,-0.0060658418,-0.17332922,0.027545394,-0.13892904,0.021166626,-0.16140324,0.16872996,-0.0937682,-0.018703945,0.07867898,0.12052637,0.22237241,0.04829468,0.26227382,0.13563983,0.05918109,0.004679982,0.3476026,0.15032448,0.12965636,-0.16493075,0.036366254,-0.009087824
6,-0.08281834,0.15936112,0.057851993,0.050937098,0.08102656,-0.35661235,0.17941672,0.4970057,-0.15754032,-0.14565136,-0.103079855,-0.32067952,-0.021203686,0.08970988,0.105347924,-0.2291253,0.057605065,-0.15184003,-0.11424458,-0.36230633,0.14930838,0.08965806,0.054367103,-0.12000664,0.0044470993,0.03832584,-0.13688776,-0.1447705,-0.19657214,0.056654777,0.20230474,-0.011683083,0.08064215,-0.20605198,-0.07099181,0.3243047,0.032261882,-0.24791026,-0.15102749,-0.3583795,0.015323741,-0.16376805,-0.08944932,0.067146204,0.15620603,-0.08380083,-0.21012059,-0.117938876,0.21087946,0.12476723,0.076048255,-0.24096273,-0.058194328,-0.023256049,-0.1478707,0.07076637,0.10964724,-0.06921062,-0.2135367,0.09767082,0.058187544,0.022284992,0.063590504,-0.08325196,-0.21793893,0.2389509,0.011974713,0.2353775,-0.30281526,0.2752952,-0.13407692,0.16374868,0.21088572,0.02085315,0.22607568,0.14033331,0.047820386,-0.004686647,-0.19650677,0.034023594,-0.15675704,0.02384974,-0.1934902,0.20210359,-0.10587698,-0.01767904,0.10326844,0.11959311,0.24335207,0.05100094,0.2800516,0.14126164,0.07139599,0.008356944,0.37728927,0.16418318,0.15492684,-0.18125778,0.036244273,0.0025512793
7,-0.0865388,0.1675878,0.069822736,0.059909135,0.08123431,-0.37600285,0.1863489,0.5183304,-0.16777936,-0.15820509,-0.11536118,-0.339637,-0.017791195,0.08140803,0.11603516,-0.23676461,0.055242073,-0.16658351,-0.12787303,-0.38037476,0.15510257,0.103333704,0.04835124,-0.13790388,-0.0052902913,0.044528183,-0.14579417,-0.14079107,-0.21357287,0.07154276,0.19953178,-0.018398767,0.0850289,-0.22690862,-0.071198985,0.33783463,0.035527766,-0.25212994,-0.15921848,-0.36351272,0.01872856,-0.16873014,-0.103636675,0.081690386,0.16977374,-0.10486032,-0.21768788,-0.11605469,0.23625334,0.1340985,0.07144286,-0.24601229,-0.041313015,-0.034966562,-0.15132675,0.09388338,0.1081344,-0.05962954,-0.21538849,0.11927864,0.07022373,0.024658248,0.056641795,-0.079644956,-0.22290146,0.25132433,0.009021339,0.2622487,-0.31231636,0.28795773,-0.13543089,0.16453485,0.23086295,0.014258016,0.22583313,0.1584899,0.054534312,-0.01751195,-0.20002352,0.019610079,-0.17736627,0.030841654,-0.20566055,0.21318065,-0.107867986,-0.014181662,0.103613965,0.14107294,0.27087867,0.051910013,0.2989426,0.14370939,0.07134846,0.016018325,0.39486003,0.17073621,0.15278783,-0.18819477,0.044640195,-0.008442562
8,-0.08588833,0.14508018,0.05299871,0.050800536,0.07491371,-0.29474446,0.15474702,0.40939513,-0.13572513,-0.11508974,-0.086569,-0.2749099,-0.007500334,0.06376053,0.10240668,-0.18867706,0.032454308,-0.13454142,-0.10408867,-0.29711014,0.12402887,0.08618232,0.046356287,-0.108445115,0.005218857,0.03069953,-0.11429067,-0.12527424,-0.16294326,0.040999103,0.16993636,-0.02333193,0.07346032,-0.16370061,-0.054240122,0.27404162,0.030255735,-0.19199897,-0.11644532,-0.29967573,0.0045608063,-0.12716956,-0.08136312,0.06050241,0.12679407,-0.080960535,-0.16676863,-0.08477995,0.17598437,0.10115674,0.0636086,-0.19271582,-0.041301046,-0.02637323,-0.110297516,0.06403411,0.094735265,-0.04987037,-0.16485593,0.08224918,0.042208973,0.017362664,0.056466978,-0.07288302,-0.18859856,0.19215982,0.009965729,0.2063043,-0.25649992,0.23619694,-0.11953262,0.13242778,0.18502419,0.019430336,0.17451099,0.11685735,0.030213227,-0.018175315,-0.17142023,0.019287053,-0.13663633,0.017535793,-0.14979671,0.16847467,-0.08093431,-0.008286749,0.078061305,0.09585952,0.20655398,0.04777697,0.2301085,0.11862372,0.06575317,0.0062800846,0.32511643,0.14280322,0.12534554,-0.13839464,0.038000587,-0.009599149
9,-0.058088407,0.08647703,0.02638835,0.03610624,0.045096017,-0.21099992,0.094119966,0.2897304,-0.092240155,-0.08505191,-0.06084916,-0.18776771,-0.013183415,0.047673877,0.060079582,-0.12082719,0.031700514,-0.1002558,-0.059680454,-0.20843771,0.08458907,0.05737173,0.020704895,-0.07241574,0.009517096,0.016481701,-0.085045986,-0.070158236,-0.11397001,0.029101646,0.12077268,-0.0074867117,0.051069397,-0.10992498,-0.045396052,0.19006273,0.02470873,-0.13216265,-0.08028911,-0.19414996,0.00948387,-0.08376489,-0.05851577,0.03644351,0.087259,-0.05107494,-0.1187361,-0.05504674,0.1276872,0.079440184,0.046459086,-0.12376805,-0.030202843,-0.006634515,-0.075698316,0.037121654,0.060228784,-0.03689508,-0.111928634,0.05978067,0.030330932,0.023186896,0.04136872,-0.049336325,-0.12713768,0.12780228,0.0060049677,0.12654667,-0.16709083,0.15568012,-0.07351315,0.09522461,0.116861716,-0.00031866052,0.12583585,0.07702707,0.02762917,-0.009384128,-0.10375606,0.016320389,-0.08917932,0.015001904,-0.108803116,0.12227683,-0.05755672,-0.0125814965,0.044641886,0.072075434,0.15012254,0.03474283,0.15185823,0.08925422,0.047814403,0.01233541,0.22663851,0.08510315,0.0750945,-0.094743885,0.031225432,0.0011759703
